Domain,Area,Element,Item,Year,Value
"Suite of Food Security Indicators","Central African Republic","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2022-2024",""
"Suite of Food Security Indicators","Central African Republic","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2020-2022","56.3"
"Suite of Food Security Indicators","Central African Republic","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2021-2023","56.3"
"Suite of Food Security Indicators","Central African Republic","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2022-2024",""
"Suite of Food Security Indicators","Central African Republic","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2020-2022","56.3"
"Suite of Food Security Indicators","Central African Republic","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2021-2023","56.3"
"Suite of Food Security Indicators","Central African Republic","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2022-2024",""
"Suite of Food Security Indicators","Central African Republic","Value","Political stability and absence of violence/terrorism (index)","2021","-2.13"
"Suite of Food Security Indicators","Central African Republic","Value","Political stability and absence of violence/terrorism (index)","2022","-2.21"
"Suite of Food Security Indicators","Central African Republic","Value","Number of obese adults (18 years and older) (million)","2021","0.2"
"Suite of Food Security Indicators","Central African Republic","Value","Number of obese adults (18 years and older) (million)","2022","0.2"
"Suite of Food Security Indicators","Chad","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2021","2435"
"Suite of Food Security Indicators","Chad","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2022","2656"
"Suite of Food Security Indicators","Chad","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2023","2641"
"Suite of Food Security Indicators","Chad","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2024","2606"
"Suite of Food Security Indicators","Chad","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2020-2022","28.3"
"Suite of Food Security Indicators","Chad","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2021-2023","25.2"
"Suite of Food Security Indicators","Chad","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2022-2024","25.2"
"Suite of Food Security Indicators","Chad","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2020-2022","28.6"
"Suite of Food Security Indicators","Chad","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2021-2023","25.3"
"Suite of Food Security Indicators","Chad","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2022-2024","25.3"
"Suite of Food Security Indicators","Chad","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2020-2022","27.9"
"Suite of Food Security Indicators","Chad","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2021-2023","25"
"Suite of Food Security Indicators","Chad","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2022-2024","25.1"
"Suite of Food Security Indicators","Chad","Value","Political stability and absence of violence/terrorism (index)","2021","-1.39"
"Suite of Food Security Indicators","Chad","Value","Political stability and absence of violence/terrorism (index)","2022","-1.47"
"Suite of Food Security Indicators","Chad","Value","Number of obese adults (18 years and older) (million)","2021","0.5"
"Suite of Food Security Indicators","Chad","Value","Number of obese adults (18 years and older) (million)","2022","0.5"
"Suite of Food Security Indicators","Chile","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2021","29090"
"Suite of Food Security Indicators","Chile","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2022","29570"
"Suite of Food Security Indicators","Chile","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2023","29564"
"Suite of Food Security Indicators","Chile","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2024","30183"
"Suite of Food Security Indicators","Chile","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2020-2022","3.6"
"Suite of Food Security Indicators","Chile","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2021-2023","3.7"
"Suite of Food Security Indicators","Chile","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2022-2024","3.6"
"Suite of Food Security Indicators","Chile","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2020-2022","3.2"
"Suite of Food Security Indicators","Chile","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2021-2023","3.4"
"Suite of Food Security Indicators","Chile","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2022-2024","3.5"
"Suite of Food Security Indicators","Chile","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2020-2022","4"
"Suite of Food Security Indicators","Chile","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2021-2023","4"
"Suite of Food Security Indicators","Chile","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2022-2024","3.6"
"Suite of Food Security Indicators","Chile","Value","Political stability and absence of violence/terrorism (index)","2021","0.16"
"Suite of Food Security Indicators","Chile","Value","Political stability and absence of violence/terrorism (index)","2022","0.13"
"Suite of Food Security Indicators","Chile","Value","Number of obese adults (18 years and older) (million)","2021","5.7"
"Suite of Food Security Indicators","Chile","Value","Number of obese adults (18 years and older) (million)","2022","5.9"
"Suite of Food Security Indicators","China","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2021","66589"
"Suite of Food Security Indicators","China","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2022","63696"
"Suite of Food Security Indicators","China","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2023","67976"
"Suite of Food Security Indicators","China","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2024","70304"
"Suite of Food Security Indicators","China","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2020-2022",""
"Suite of Food Security Indicators","China","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2021-2023",""
"Suite of Food Security Indicators","China","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2022-2024",""
"Suite of Food Security Indicators","China","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2020-2022",""
"Suite of Food Security Indicators","China","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2021-2023",""
"Suite of Food Security Indicators","China","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2022-2024",""
