"","","","2020-2022 [20202022]","2020-2022 [20202022]","2020-2022 [20202022]","2020-2022 [20202022]","2021 [2021]","2021 [2021]","2021 [2021]","2021 [2021]","2021-2023 [20212023]","2021-2023 [20212023]","2021-2023 [20212023]","2021-2023 [20212023]","2022 [2022]","2022 [2022]","2022 [2022]","2022 [2022]","2022-2024 [20222024]","2022-2024 [20222024]","2022-2024 [20222024]","2022-2024 [20222024]","2023 [2023]","2023 [2023]","2023 [2023]","2023 [2023]","2024 [2024]","2024 [2024]","2024 [2024]","2024 [2024]"
"Dominica [212]","Value [6132]","Prevalence of severe food insecurity in the male adult population (percent) (3-year average) [210401M]","%","5.8","Estimated value","FAO data","","","","","%","5.8","Estimated value","FAO data","","","","","%","","Missing value","","","","","","","","",""
"Dominica [212]","Value [6132]","Prevalence of severe food insecurity in the total population (percent) (3-year average) [210401]","%","5.8","Estimated value","FAO data","","","","","%","5.8","Estimated value","FAO data","","","","","%","","Missing value","","","","","","","","",""
"Dominican Republic [214]","Value [6132]","Gross domestic product per capita, PPP, (constant 2021 international $) [22013]","","","","","Int$/cap","22054","Figure from external organization","","","","","","Int$/cap","22987","Figure from external organization","","","","","","Int$/cap","23283","Figure from external organization","","Int$/cap","24230","Figure from external organization",""
"Dominican Republic [214]","Value [6132]","Number of obese adults (18 years and older) (million) [210420]","","","","","million No","2.1","Figure from external organization","","","","","","million No","2.2","Figure from external organization","","","","","","","","","","","","",""
"Dominican Republic [214]","Value [6132]","Political stability and absence of violence/terrorism (index)","","","","","","0.29","Figure from external organization","","","","","","","0.25","Figure from external organization","","","","","","","","","","","","",""
"Dominican Republic [214]","Value [6132]","Prevalence of severe food insecurity in the female adult population (percent) (3-year average) [210401F]","%","23.1","Estimated value","Official estimate integrated with FAO data","","","","","%","20.8","Estimated value","Official estimate integrated with FAO data","","","","","%","20.4","Estimated value","Official estimate integrated with FAO data","","","","","","","",""
"Dominican Republic [214]","Value [6132]","Prevalence of severe food insecurity in the male adult population (percent) (3-year average) [210401M]","%","20.8","Estimated value","Official estimate integrated with FAO data","","","","","%","17.1","Estimated value","Official estimate integrated with FAO data","","","","","%","15.4","Estimated value","Official estimate integrated with FAO data","","","","","","","",""
"Dominican Republic [214]","Value [6132]","Prevalence of severe food insecurity in the total population (percent) (3-year average) [210401]","%","22","Estimated value","Official estimate integrated with FAO data","","","","","%","19","Estimated value","Official estimate integrated with FAO data","","","","","%","17.9","Estimated value","Official estimate integrated with FAO data","","","","","","","",""
"Ecuador [218]","Value [6132]","Gross domestic product per capita, PPP, (constant 2021 international $) [22013]","","","","","Int$/cap","13507","Figure from external organization","","","","","","Int$/cap","14187","Figure from external organization","","","","","","Int$/cap","14343","Figure from external organization","","Int$/cap","13936","Figure from external organization",""
"Ecuador [218]","Value [6132]","Number of obese adults (18 years and older) (million) [210420]","","","","","million No","3.2","Figure from external organization","","","","","","million No","3.4","Figure from external organization","","","","","","","","","","","","",""
"Ecuador [218]","Value [6132]","Political stability and absence of violence/terrorism (index)","","","","","","-0.26","Figure from external organization","","","","","","","-0.37","Figure from external organization","","","","","","","","","","","","",""
"Ecuador [218]","Value [6132]","Prevalence of severe food insecurity in the female adult population (percent) (3-year average) [210401F]","%","15.1","Estimated value","Official estimate integrated with FAO data","","","","","%","14.1","Estimated value","Official estimate integrated with FAO data","","","","","%","13","Estimated value","Official estimate integrated with FAO data","","","","","","","",""
"Ecuador [218]","Value [6132]","Prevalence of severe food insecurity in the male adult population (percent) (3-year average) [210401M]","%","10.9","Estimated value","Official estimate integrated with FAO data","","","","","%","11.2","Estimated value","Official estimate integrated with FAO data","","","","","%","10.8","Estimated value","Official estimate integrated with FAO data","","","","","","","",""
"Ecuador [218]","Value [6132]","Prevalence of severe food insecurity in the total population (percent) (3-year average) [210401]","%","13","Estimated value","Official estimate integrated with FAO data","","","","","%","12.7","Estimated value","Official estimate integrated with FAO data","","","","","%","11.9","Estimated value","Official estimate integrated with FAO data","","","","","","","",""
"Egypt [818]","Value [6132]","Gross domestic product per capita, PPP, (constant 2021 international $) [22013]","","","","","Int$/cap","15579","Figure from external organization","","","","","","Int$/cap","16360","Figure from external organization","","","","","","Int$/cap","16691","Figure from external organization","","Int$/cap","16798","Figure from external organization",""
"Egypt [818]","Value [6132]","Number of obese adults (18 years and older) (million) [210420]","","","","","million No","29.4","Figure from external organization","","","","","","million No","30.4","Figure from external organization","","","","","","","","","","","","",""
"Egypt [818]","Value [6132]","Political stability and absence of violence/terrorism (index)","","","","","","-1.03","Figure from external organization","","","","","","","-0.98","Figure from external organization","","","","","","","","","","","","",""
"Egypt [818]","Value [6132]","Prevalence of severe food insecurity in the female adult population (percent) (3-year average) [210401F]","%","9.8","Estimated value","FAO data","","","","","%","11.7","Estimated value","FAO data","","","","","%","13.8","Estimated value","FAO data","","","","","","","",""
"Egypt [818]","Value [6132]","Prevalence of severe food insecurity in the male adult population (percent) (3-year average) [210401M]","%","7.9","Estimated value","FAO data","","","","","%","9","Estimated value","FAO data","","","","","%","10.3","Estimated value","FAO data","","","","","","","",""
"Egypt [818]","Value [6132]","Prevalence of severe food insecurity in the total population (percent) (3-year average) [210401]","%","8.8","Estimated value","FAO data","","","","","%","10.4","Estimated value","FAO data","","","","","%","12","Estimated value","FAO data","","","","","","","",""
"El Salvador [222]","Value [6132]","Gross domestic product per capita, PPP, (constant 2021 international $) [22013]","","","","","Int$/cap","10810","Figure from external organization","","","","","","Int$/cap","11086","Figure from external organization","","","","","","Int$/cap","11425","Figure from external organization","","Int$/cap","11669","Figure from external organization",""
